model_id,random_date,reference_id
9240,2021-05-15,0
9240,2021-08-20,0
9244,2021-10-01,0
9244,2021-10-27,100
9245,2020-02-09,100
9245,2022-01-28,0
9246,2022-04-24,0
9251,2021-12-22,0
9252,2021-09-03,0
9254,2020-11-11,0
9254,2022-04-12,100
9257,2021-07-25,0
9257,2022-04-22,100
9260,2021-12-11,100
9264,2020-01-11,100
9265,2020-06-14,0
9269,2021-04-25,0
9273,2020-10-18,0
9277,2020-07-19,100
9279,2020-10-15,100
9281,2020-07-16,0
9286,2021-05-26,100
9293,2020-05-05,0
9302,2020-04-24,100
9302,2021-05-06,0
9303,2021-01-31,0
9305,2020-04-28,0
9306,2020-01-29,100
9306,2020-08-09,100
9308,2020-11-05,0
9310,2020-02-27,100
9313,2022-04-21,100
9314,2021-07-24,100
9315,2022-03-18,0
9316,2020-07-30,100
9316,2021-01-14,100
9318,2021-07-10,0
9321,2022-01-20,0
9322,2020-10-21,100
9322,2021-08-05,100
9322,2021-09-16,100
9322,2022-02-16,100
9323,2020-12-11,0
9326,2021-02-04,0
9326,2021-11-03,100
9327,2020-08-18,100
9327,2022-04-21,100
9334,2022-02-03,100
9336,2021-04-18,0
9337,2020-07-20,0
9340,2022-01-06,0
9342,2022-01-14,0
9346,2021-05-30,100
9346,2021-10-22,0
9347,2021-10-19,100
9347,2021-12-04,0
9348,2021-06-03,0
9349,2020-10-22,0
9352,2021-03-02,0
9353,2020-04-01,0
9355,2021-07-06,100
9358,2021-01-19,0
9364,2021-10-27,100
9364,2021-12-08,100
9364,2022-04-05,100
9366,2020-12-11,100
9370,2020-04-12,100
9370,2021-01-20,100
9370,2022-03-20,100
9371,2022-03-10,0
9374,2022-04-05,100
9386,2021-08-05,0
9387,2020-10-12,100
9388,2020-01-07,100
9388,2022-04-25,0
9393,2020-01-21,100
9395,2021-05-03,0
9395,2021-07-27,100
9396,2021-01-06,0
9397,2020-06-26,0
9397,2021-01-05,0
9400,2021-01-10,0
9400,2021-04-22,100
9407,2021-02-03,100
9411,2021-10-10,100
9411,2021-12-06,0
9412,2022-01-27,100
9414,2021-10-05,100
9416,2020-08-20,0
9416,2020-12-08,0
9416,2021-01-29,0
9418,2022-04-24,100
9419,2020-06-18,100
9420,2021-03-30,100
9421,2020-02-18,0
9421,2021-05-18,100
9424,2020-05-28,100
9424,2020-06-17,100
9424,2021-02-09,100
9424,2022-02-16,100
9431,2021-11-27,0
9433,2020-10-24,0
9435,2020-02-09,100
9437,2020-01-02,0
9437,2020-02-17,100
9437,2020-08-25,100
9438,2020-10-01,100
9438,2021-07-22,0
9439,2021-02-08,0
9445,2020-01-08,100
9445,2020-07-16,100
9445,2022-04-25,100
9448,2021-11-01,100
9452,2020-09-17,100
9457,2021-03-22,0
9458,2021-06-01,100
9461,2020-04-18,100
9461,2020-10-27,100
9461,2021-10-13,100
9463,2020-04-09,0
9463,2021-04-12,0
9465,2020-08-10,100
9465,2020-08-25,100
9468,2021-05-30,100
9469,2021-08-13,100
9472,2021-03-06,100
9473,2020-06-09,100
9479,2021-02-05,100
9480,2021-07-30,100
9482,2020-11-18,100
9482,2022-04-08,100
9483,2020-09-07,0
9483,2021-09-19,100
9489,2021-06-26,100
9490,2020-06-08,100
9490,2021-07-04,100
9491,2021-06-11,100
9491,2021-12-03,100
9492,2021-02-01,100
9493,2020-10-01,0
9493,2021-01-28,100
9494,2021-03-14,100
9495,2021-02-19,0
9497,2021-03-07,100
9497,2022-02-14,0
9500,2021-04-23,0
9503,2021-02-03,0
9510,2020-03-19,0
9510,2021-06-24,100
9512,2020-10-10,100
9515,2021-02-18,100
9521,2021-03-25,0
9522,2021-02-16,0
9523,2022-01-25,0
9525,2020-07-09,100
9526,2020-11-06,0
9531,2020-02-09,100
9531,2021-11-09,100
9531,2022-01-03,100
9537,2021-01-13,100
9540,2020-09-30,0
9541,2021-02-01,100
9548,2021-12-26,100
9549,2021-01-18,0
9552,2021-07-27,0
9552,2021-10-05,0
9553,2020-12-17,0
9553,2021-10-05,0
9554,2020-02-20,100
9554,2020-08-31,0
9555,2020-02-10,0
9556,2022-03-10,0
9561,2020-01-15,0
9561,2021-07-15,100
9561,2022-04-12,0
9562,2021-10-13,100
9568,2020-04-11,0
9569,2021-05-06,100
9569,2021-10-13,0
9571,2022-04-28,100
9572,2020-04-19,0
9573,2020-06-11,100
9573,2021-06-05,100
9574,2021-10-25,0
9578,2020-10-29,0
9579,2022-03-12,100
9580,2020-03-17,0
9580,2020-05-31,100
9582,2020-05-12,100
9582,2020-05-21,0
9583,2022-03-22,100
9586,2020-07-11,0
9586,2021-11-26,100
9586,2022-01-21,100
9588,2020-02-13,100
9589,2021-03-13,0
9594,2022-03-01,0
9602,2021-12-23,0
9605,2020-09-12,100
9608,2021-08-15,0
9609,2022-04-20,100
9610,2021-08-17,0
9612,2020-07-02,100
9614,2021-12-24,0
9619,2021-07-12,0
9621,2021-01-04,0
9622,2021-05-03,100
9626,2020-07-01,100
9626,2020-11-01,100
9635,2020-08-25,0
9635,2021-04-24,100
9636,2021-10-08,0
9637,2020-02-08,0
9639,2020-09-09,0
9640,2020-07-14,100
9641,2022-01-09,0
9642,2020-10-03,100
9643,2020-03-01,0
9643,2021-11-11,0
9645,2021-05-29,100
9648,2020-10-25,0
9654,2021-09-12,100
9657,2021-06-23,0
9657,2021-07-13,0
9665,2020-04-14,100
9667,2020-10-17,100
9672,2020-06-19,100
9673,2020-05-01,0
9674,2021-02-11,0
9678,2022-02-16,100
9680,2022-02-15,100
9684,2020-04-04,0
9688,2021-03-09,0
9690,2020-04-09,0
9691,2021-01-12,100
9693,2021-02-25,0
9694,2020-10-18,100
9694,2021-06-29,100
9695,2021-02-04,0
9696,2020-06-01,100
9696,2020-10-27,0
9700,2021-09-19,0
9700,2021-12-23,0
9702,2021-02-10,100
9705,2021-03-25,0
9708,2021-08-19,100
9712,2021-08-05,0
9715,2021-06-21,0
9718,2021-05-19,0
9718,2022-02-11,0
9719,2020-08-26,0
9722,2022-04-27,0
9723,2020-09-30,0
9725,2020-12-01,0
9726,2020-08-10,100
9726,2020-09-07,0
9726,2020-11-24,0
9729,2020-06-05,0
9730,2021-05-01,100
9730,2021-05-19,100
9735,2021-12-20,0
9737,2022-01-03,100
9738,2021-01-02,100
9738,2021-11-14,100
9740,2020-09-07,100
9740,2021-11-29,0
9743,2020-02-05,0
9745,2021-07-30,100
9749,2021-01-15,100
9750,2020-01-09,100
9750,2020-05-13,100
9750,2021-09-13,100
9758,2020-09-12,0
9758,2021-07-17,0
9758,2022-04-07,0
9759,2020-05-09,100
9766,2020-07-26,100
9766,2020-09-10,100
9767,2020-08-19,0
9767,2021-11-19,100
9767,2022-01-24,0
9771,2021-06-16,0
9775,2020-05-13,100
9775,2021-02-25,0
9776,2020-03-18,0
9778,2020-03-08,0
9780,2020-10-02,0
9780,2021-03-20,100
9786,2021-02-04,100
9786,2021-04-16,100
9786,2022-03-14,0
9792,2020-04-02,100
9792,2020-08-22,100
9792,2022-01-23,0
9792,2022-03-17,0
9793,2020-04-05,100
9796,2020-10-23,100
9796,2020-12-26,0
9797,2020-10-10,0
9797,2021-12-28,100
9799,2021-11-23,100
9801,2021-03-16,100
9802,2021-04-05,100
9803,2020-03-26,0
9803,2020-09-23,100
9808,2021-01-30,100
9809,2020-07-10,0
9814,2020-05-27,100
9816,2021-06-23,0
9817,2021-09-01,100
9817,2022-01-17,0
9819,2020-08-09,0
9826,2021-08-09,100
9827,2020-10-08,0
9831,2020-01-13,100
9831,2021-11-16,100
9832,2020-03-26,100
9832,2022-01-01,0
9835,2021-06-29,100
9836,2020-07-18,100
9836,2020-11-01,100
9837,2021-01-20,100
9837,2021-10-27,100
9840,2020-01-28,0
9841,2020-03-06,100
9843,2021-01-24,0
9848,2021-12-13,100
9850,2020-07-28,100
9851,2020-08-05,100
9853,2020-03-28,0
9854,2020-09-08,100
9856,2021-07-19,0
9859,2021-08-07,100
9860,2020-06-07,100
9860,2020-10-08,0
9864,2021-05-06,0
9869,2021-02-07,100
9870,2020-08-08,100
9872,2020-05-14,0
9873,2020-10-18,0
9878,2021-02-03,0
9878,2021-06-16,0
9879,2021-12-29,0
9882,2020-10-09,100
9883,2020-02-15,100
9883,2020-05-11,100
9885,2022-02-18,100
9890,2021-08-31,0
9891,2021-06-05,100
9891,2021-12-16,100
9894,2022-02-08,0
9897,2020-11-13,100
9897,2022-04-16,100
9898,2022-04-23,100
9901,2020-10-19,100
9901,2021-06-22,0
9901,2021-12-09,0
9903,2021-04-09,100
9903,2021-06-08,100
9904,2021-04-07,100
9905,2020-06-16,0
9906,2020-06-16,100
9908,2020-03-14,0
9908,2021-04-08,100
9909,2021-03-03,0
9914,2021-06-12,0
9915,2022-01-02,100
9916,2020-11-30,0
9916,2021-03-09,100
9920,2021-11-03,0
9923,2021-05-31,100
9923,2022-01-30,0
9925,2021-08-02,100
9926,2020-02-05,100
9926,2022-01-05,0
9930,2020-01-17,0
9930,2020-12-26,0
9931,2020-02-04,0
9932,2020-04-05,100
9933,2021-05-06,100
9933,2021-07-15,0
9937,2020-10-27,100
9939,2021-08-24,100
9941,2020-07-28,100
9941,2020-12-20,100
9942,2020-08-16,100
9944,2021-04-09,100
9945,2021-12-15,100
9949,2020-02-29,100
9949,2021-06-20,0
9951,2021-07-29,100
9953,2020-04-01,100
9957,2022-01-24,100
9957,2022-04-02,100
9958,2020-04-29,0
9958,2021-06-25,100
9961,2020-03-23,0
9963,2021-02-14,0
9964,2021-11-08,0
9967,2020-07-06,0
9968,2020-09-17,0
9968,2020-11-20,0
9969,2020-08-02,100
9970,2021-07-14,0
9971,2022-03-06,100
9974,2021-11-11,100
9976,2020-06-28,100
9976,2020-08-09,100
9977,2020-06-12,0
9980,2021-11-17,0
9983,2021-05-10,100
9983,2021-06-24,0
9984,2020-09-29,100
9984,2021-10-11,100
9985,2021-12-02,100
9988,2020-11-03,0
9989,2020-04-01,0
9989,2020-07-05,0
9989,2020-09-03,0
9990,2022-02-20,0
9993,2021-03-15,100
9994,2021-06-19,0
9996,2022-03-23,0
9998,2020-05-03,100
9998,2020-08-17,0
9998,2022-03-09,0
9999,2020-04-08,100
9999,2020-10-01,0
9999,2021-11-15,0
10000,2021-07-10,0
10000,2021-08-01,100
10011,2021-10-17,0
10011,2021-11-10,0
10013,2020-01-02,0
10013,2020-05-05,0
10014,2021-04-22,0
10014,2021-10-14,0
10015,2022-01-05,0
10019,2020-09-16,0
10021,2021-06-11,0
10027,2020-08-06,100
10029,2021-04-11,0
10038,2021-02-01,100
10041,2020-10-01,100
10043,2021-09-18,0
10067,2021-12-26,0
10067,2022-03-29,100
10069,2020-05-05,0
10070,2021-11-10,100
10071,2020-02-23,100
10072,2020-04-27,100
10072,2022-01-22,100
10076,2021-06-21,0
10076,2021-09-15,0
10077,2021-04-21,100
10080,2021-04-10,0
10080,2021-06-02,0
10084,2020-11-05,100
10085,2021-05-05,100
10085,2021-11-04,100
10086,2020-09-02,100
10086,2021-02-22,0
10090,2021-07-22,0
10092,2020-02-29,0
10092,2020-05-10,100
10092,2022-03-26,100
10101,2021-03-01,100
10102,2020-10-01,100
10104,2020-04-12,0
10105,2022-04-01,0
10106,2020-03-13,0
10106,2021-10-14,100
10110,2020-07-14,100
10111,2020-08-20,0
10114,2020-08-31,0
10117,2021-02-19,0
10120,2020-11-02,100
10120,2022-03-27,100
10123,2020-11-28,100
10123,2021-04-01,0
10123,2022-04-30,100
10124,2020-03-27,0
10124,2022-01-13,0
10126,2020-04-15,0
10126,2020-05-07,0
10126,2020-10-26,100
10130,2021-04-12,0
10131,2022-03-22,100
10133,2022-04-06,100
10135,2021-11-12,0
10140,2020-04-01,0
10140,2022-03-03,0
10142,2021-01-26,0
10149,2021-10-21,100
10151,2021-12-07,0
10153,2020-07-02,0
10153,2021-02-11,100
10155,2021-01-11,0
10155,2021-09-10,100
10162,2021-12-04,100
10164,2021-11-10,100
10165,2020-07-04,100
10165,2021-10-06,100
10170,2020-01-02,0
10172,2021-10-11,100
10175,2022-04-15,100
10179,2020-01-23,100
10181,2021-05-25,100
10182,2020-06-22,100
10182,2020-10-06,100
10182,2021-01-19,100
10185,2021-03-15,100
10186,2022-02-23,100
10191,2020-09-15,0
10192,2021-07-16,0
10192,2022-02-10,0
10194,2021-04-10,0
10195,2021-08-03,0
10195,2022-01-27,0
10196,2021-06-23,0
10199,2021-05-29,100
10203,2021-02-11,100
10207,2021-03-28,100
10209,2020-10-28,0
10210,2020-01-22,0
10211,2021-06-29,0
10216,2020-02-06,0
10218,2021-11-07,0
10226,2021-01-03,100
10226,2021-03-06,100
10229,2020-07-27,100
10230,2022-04-15,0
10231,2021-03-24,0
10232,2020-12-30,100
10234,2020-12-30,0
10240,2021-08-20,100
10240,2022-03-18,100
10241,2020-05-30,100
10241,2020-07-08,0
10242,2021-08-27,100
10245,2020-05-14,0
10245,2021-04-06,100
10246,2020-11-24,100
10247,2020-04-17,0
10248,2020-10-15,0
10258,2021-02-06,100
10260,2020-08-26,0
10262,2020-08-26,100
10263,2021-10-13,0
10264,2020-01-10,100
10264,2020-12-02,0
10267,2021-03-20,100
10268,2020-06-22,0
10268,2020-09-17,100
10271,2020-06-19,0
10274,2020-03-25,0
10279,2020-09-28,0
10279,2021-06-01,100
10280,2022-01-09,100
10281,2020-07-14,100
10282,2020-09-24,100
10282,2021-01-18,0
10282,2021-08-17,100
10285,2020-05-08,100
10285,2020-11-18,100
10287,2020-07-29,0
10287,2021-05-14,0
10292,2021-09-18,0
10295,2021-08-30,100
10299,2020-06-06,0
10302,2022-01-14,100
10304,2020-02-03,100
10304,2020-06-01,100
10307,2021-05-17,100
10307,2021-12-12,0
10311,2020-05-25,100
10312,2022-01-19,0
10316,2021-03-02,0
10317,2020-09-20,0
10322,2020-03-17,0
10323,2021-12-13,0
10324,2020-08-28,100
10325,2022-04-12,100
10326,2021-01-10,100
10326,2021-03-07,0
10329,2021-07-27,0
10330,2021-02-16,100
10330,2021-07-24,100
10332,2020-07-10,100
10337,2021-01-17,0
10345,2020-06-16,0
10351,2021-08-30,100
10354,2021-03-03,100
10355,2022-03-01,100
10359,2022-01-01,0
10361,2020-02-26,0
10361,2021-02-14,0
10365,2020-12-17,100
10377,2021-05-12,100
10380,2021-08-01,0
10381,2020-03-04,0
10383,2020-01-30,100
10384,2020-05-07,100
10385,2021-04-22,0
10385,2021-09-04,100
10390,2020-07-15,0
10390,2020-11-29,100
10391,2021-09-09,0
10392,2021-08-13,100
10396,2020-04-11,100
10397,2021-05-05,0
10398,2021-11-16,100
10399,2020-09-22,0
10403,2020-01-28,100
10406,2022-02-02,100
10409,2021-12-29,100
10410,2021-12-13,100
10412,2021-06-27,100
10412,2022-03-17,100
10413,2020-03-19,0
10415,2021-06-07,100
10422,2021-12-28,100
10424,2020-05-20,0
10424,2021-11-17,0
10428,2020-04-07,100
10428,2020-10-21,100
10430,2022-03-04,0
10432,2020-05-08,100
10433,2020-02-22,100
10433,2021-10-14,0
10434,2021-02-02,0
10434,2021-08-31,0
10434,2022-04-28,100
10437,2021-06-01,0
10439,2021-08-31,0
10441,2021-11-02,100
10454,2021-08-17,100
10461,2020-06-16,0
10461,2022-04-09,100
10465,2020-05-30,0
10465,2022-01-29,0
10466,2020-12-13,0
10469,2020-07-20,0
10469,2022-03-01,100
10473,2022-03-27,0
10474,2020-09-20,0
10476,2021-12-19,100
10477,2020-11-13,100
10480,2021-01-07,0
10480,2021-04-25,0
10484,2021-11-13,100
10486,2020-10-07,0
10486,2021-11-07,100
10492,2020-06-30,100
10493,2021-10-22,0
10493,2022-02-17,100
10495,2020-12-15,100
10496,2021-09-30,100
10496,2021-11-02,100
10498,2020-09-08,100
10499,2021-01-02,0
10501,2021-06-24,0
10502,2021-02-09,0
10502,2021-06-29,100
10502,2021-09-08,0
10503,2020-05-27,100
10503,2020-12-26,100
10506,2021-05-31,0
10509,2021-01-15,100
10509,2021-10-02,0
10510,2021-05-04,100
10511,2021-01-07,0
10511,2021-02-19,100
10513,2021-01-15,100
10515,2021-12-11,0
10517,2021-09-05,0
10518,2022-02-15,0
10519,2021-11-01,0
10520,2021-07-26,100
10521,2021-10-12,0
10521,2022-04-17,0
10524,2020-04-20,0
10525,2020-05-25,0
10525,2020-09-19,0
10527,2021-08-03,0
10527,2021-10-23,100
10529,2021-03-22,0
10530,2020-11-29,100
10530,2022-04-29,100
10531,2020-11-25,100
10540,2020-04-05,0
10540,2022-03-29,100
10542,2020-08-09,100
10542,2021-08-20,100
10545,2021-11-09,100
10545,2022-03-26,0
10547,2020-02-18,0
10553,2021-11-12,100
10556,2020-08-11,100
10556,2022-03-17,0
10558,2020-09-15,0
10558,2021-06-23,100
10560,2020-07-29,0
10561,2021-10-29,100
10561,2022-03-15,100
10567,2020-02-09,0
10567,2020-02-20,100
10568,2021-03-17,0
10570,2021-10-13,0
10574,2020-12-16,0
10575,2021-05-03,100
10578,2021-11-04,100
10579,2020-09-11,0
10585,2020-11-12,100
10587,2021-09-29,0
10588,2020-02-14,100
10588,2022-03-16,0
10594,2020-05-20,100
10595,2020-02-10,100
10595,2022-01-03,0
10595,2022-03-08,100
10599,2021-03-20,0
10599,2022-04-25,100
10600,2020-10-11,0
10602,2021-09-30,0
10604,2021-01-09,0
10604,2021-06-19,0
10605,2021-05-23,0
10612,2021-05-31,100
10612,2021-06-08,0
10614,2020-03-27,100
10621,2021-03-06,100
10621,2022-01-07,0
10621,2022-02-24,0
10621,2022-03-24,100
10623,2020-09-17,100
10623,2021-09-12,100
10625,2021-02-02,0
10626,2022-01-12,0
10627,2021-08-31,0
10628,2020-02-19,0
10628,2022-03-19,0
10632,2020-06-30,100
10638,2020-03-02,0
10638,2020-05-07,100
10638,2020-05-22,0
10649,2022-02-19,100
10650,2020-07-12,100
10653,2020-06-07,0
10653,2021-02-09,100
10654,2022-02-23,0
10655,2021-09-02,100
10657,2020-10-28,100
10662,2020-03-26,0
10666,2022-04-07,0
10673,2021-07-19,0
10673,2021-12-27,0
10676,2020-04-27,100
10677,2020-09-19,100
10679,2020-03-25,0
10679,2020-08-12,100
10681,2020-03-05,0
10683,2020-02-05,100
10683,2021-11-29,100
10684,2020-09-24,100
10694,2020-04-09,0
10695,2022-01-17,0
10697,2020-12-18,0
10703,2020-02-25,100
10704,2020-11-18,100
10707,2022-04-20,100
10708,2021-03-15,0
10711,2021-07-16,100
10714,2022-02-13,100
10715,2020-02-06,100
10716,2020-04-09,0
10728,2021-06-12,0
10728,2021-10-23,100
10732,2021-08-29,100
10732,2021-11-15,100
10733,2021-10-28,100
10733,2021-12-01,0
10737,2020-09-16,100
10737,2020-10-15,0
10740,2020-01-25,100
10741,2021-11-07,100
10743,2021-03-15,0
10744,2020-02-21,100
10749,2020-12-15,0
10751,2020-02-23,100
10758,2020-10-03,100
10758,2022-01-11,0
10766,2021-05-17,0
10767,2022-01-01,0
10767,2022-04-12,0
10769,2020-03-07,0
10770,2020-02-08,0
10770,2021-10-16,100
10776,2021-10-08,100
10778,2020-05-28,0
10779,2022-01-27,100
10782,2021-11-20,100
10782,2022-04-18,100
10785,2020-06-24,100
10785,2021-05-23,100
10791,2021-07-19,100
10793,2021-06-27,100
10794,2020-07-25,0
10796,2021-04-23,100
10796,2021-07-23,0
10796,2021-08-27,0
10797,2021-05-30,100
10799,2020-08-14,0
10799,2021-11-27,100
10810,2020-03-28,100
10810,2021-07-13,100
10815,2022-03-12,100
10817,2020-03-19,100
10818,2020-06-20,0
10818,2022-02-17,0
10824,2020-04-22,100
10824,2020-08-13,100
10824,2020-11-19,100
10826,2020-11-18,0
10827,2021-12-16,100
10827,2022-01-28,100
10828,2022-04-10,100
10834,2021-10-06,0
10835,2020-10-16,0
10837,2021-11-01,100
10839,2021-10-22,100
10841,2020-11-28,100
10841,2021-03-29,100
10846,2020-01-04,0
10853,2020-08-01,100
10853,2020-11-23,100
10853,2022-04-03,100
10854,2021-02-06,100
10856,2020-12-12,100
10857,2020-08-23,0
10857,2021-04-19,0
10858,2022-04-16,0
10860,2021-09-02,0
10860,2021-11-03,100
10862,2020-12-03,100
10871,2020-09-03,0
10871,2021-05-14,0
10877,2021-03-30,0
10879,2020-10-17,0
10881,2020-09-27,100
10882,2020-06-14,100
10882,2021-08-01,0
10890,2020-01-19,0
10890,2020-04-18,100
10890,2021-05-24,100
10894,2021-05-17,0
10904,2020-10-04,0
10905,2022-02-06,0
10905,2022-04-22,0
10906,2021-09-15,0
10908,2021-10-03,0
10909,2021-12-09,100
10916,2020-04-25,100
10916,2020-10-14,0
10922,2022-02-09,0
10922,2022-03-17,100
10924,2020-12-11,0
10924,2022-01-13,0
10925,2020-07-16,100
10929,2021-05-21,0
